data_classification,respondent_id,synthetic_profile,account,category,reuse_group
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0116,high_reuse,payment_service,finance,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0116,high_reuse,shopping_secondary,shopping,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0116,high_reuse,social_primary,social,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0116,high_reuse,social_secondary,social,G03
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0116,high_reuse,messaging,social,G03
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0116,high_reuse,gaming,entertainment,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0116,high_reuse,video_streaming,entertainment,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0116,high_reuse,computer_login,device,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0116,high_reuse,phone_or_tablet,device,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0117,low_reuse,personal_email,email,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0117,low_reuse,secondary_email,email,G02
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0117,low_reuse,school_or_work_portal,work_school,G03
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0117,low_reuse,cloud_productivity,work_school,G04
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0117,low_reuse,banking,finance,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0117,low_reuse,payment_service,finance,G05
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0117,low_reuse,shopping_primary,shopping,G06
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0117,low_reuse,social_secondary,social,G07
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0117,low_reuse,messaging,social,G08
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0117,low_reuse,gaming,entertainment,G09
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0117,low_reuse,music_streaming,entertainment,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0117,low_reuse,computer_login,device,G10
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0117,low_reuse,phone_or_tablet,device,G11
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,personal_email,email,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,secondary_email,email,G02
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,school_or_work_email,work_school,G02
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,school_or_work_portal,work_school,G03
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,cloud_productivity,work_school,G04
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,banking,finance,G05
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,payment_service,finance,G06
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,shopping_primary,shopping,G07
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,shopping_secondary,shopping,G08
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,social_primary,social,G09
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,social_secondary,social,G09
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,messaging,social,G10
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,gaming,entertainment,G11
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,music_streaming,entertainment,G12
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,video_streaming,entertainment,G13
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,computer_login,device,G14
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0118,low_reuse,phone_or_tablet,device,G15
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0119,moderate_reuse,personal_email,email,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0119,moderate_reuse,secondary_email,email,G02
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0119,moderate_reuse,school_or_work_email,work_school,G03
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0119,moderate_reuse,school_or_work_portal,work_school,G04
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0119,moderate_reuse,cloud_productivity,work_school,G03
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0119,moderate_reuse,shopping_primary,shopping,G05
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0119,moderate_reuse,social_secondary,social,G06
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0119,moderate_reuse,messaging,social,G07
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0119,moderate_reuse,music_streaming,entertainment,G04
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0119,moderate_reuse,video_streaming,entertainment,G08
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0119,moderate_reuse,phone_or_tablet,device,G09
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0120,high_reuse,personal_email,email,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0120,high_reuse,secondary_email,email,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0120,high_reuse,school_or_work_email,work_school,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0120,high_reuse,school_or_work_portal,work_school,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0120,high_reuse,shopping_primary,shopping,G02
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0120,high_reuse,shopping_secondary,shopping,G02
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0120,high_reuse,social_primary,social,G03
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0120,high_reuse,messaging,social,G04
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0120,high_reuse,music_streaming,entertainment,G05
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0120,high_reuse,video_streaming,entertainment,G05
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0120,high_reuse,computer_login,device,G01
SYNTHETIC SURVEY DATA - NO HUMAN PASSWORDS OR RESPONSES,S0120,high_reuse,phone_or_tablet,device,G01
